2020-04-17 01:19:38,726 INFO    MainThread:14588 [wandb_setup.py:_log_setup():205] Logging to wandb\wandb-20200417_011938-14588\debug.log
2020-04-17 01:19:38,726 INFO    MainThread:14588 [wandb_setup.py:_setup():231] multiprocessing start_methods=spawn
2020-04-17 01:19:38,744 INFO    MainThread:14588 [wandb_init.py:init():303] runconfig: {'_wandb': {'desc': None, 'value': {'cli_version': '0.0.14'}}}
2020-04-17 01:19:41,419 INFO    MainThread:14588 [wandb_init.py:init():323] atexit reg
2020-04-17 01:19:41,419 INFO    MainThread:14588 [wandb_init.py:_redirect():177] redirect
2020-04-17 01:19:41,419 INFO    MainThread:14588 [redirect.py:install():72] install start
2020-04-17 01:19:41,420 INFO    MainThread:14588 [redirect.py:install():87] install stop
2020-04-17 01:19:41,428 INFO    MainThread:14588 [redirect.py:install():72] install start
2020-04-17 01:19:41,429 INFO    MainThread:14588 [redirect.py:install():87] install stop
2020-04-17 01:19:41,429 INFO    MainThread:14588 [wandb_init.py:_redirect():204] redirect2
2020-04-17 01:19:41,430 INFO    MainThread:14588 [wandb_run.py:save():186] Saving from wandb-jobspec.json to wandb\wandb-20200417_011938-14588\files\wandb-jobspec.json
2020-04-17 01:19:41,439 INFO    stdout    :14588 [wandb_init.py:_callback():173] callback: stdout, b'\x1b[H\x1b[2J'
2020-04-17 01:19:41,440 INFO    stderr    :14588 [wandb_init.py:_callback():173] callback: stderr, b'2020-04-17 01:19:41,440 | INFO: Params file loaded successfully. | (__main__.utils.utils)\r\n'
2020-04-17 01:19:41,443 INFO    stderr    :14588 [wandb_init.py:_callback():173] callback: stderr, b'2020-04-17 01:19:41,441 | INFO: Paths initialized successfully. | (__main__.utils.utils)\r\n'
2020-04-17 01:19:41,464 INFO    stdout    :14588 [wandb_init.py:_callback():173] callback: stdout, b'Files already downloaded and verified'
2020-04-17 01:19:41,465 INFO    stdout    :14588 [wandb_init.py:_callback():173] callback: stdout, b'\r\n'
2020-04-17 01:19:43,034 INFO    stderr    :14588 [wandb_init.py:_callback():173] callback: stderr, b'2020-04-17 01:19:43,034 | INFO: Data loaded successfully. | (__main__)\r\n'
2020-04-17 01:19:43,036 INFO    MainThread:14588 [wandb_watch.py:watch():12] Watching
2020-04-17 01:19:43,036 INFO    stderr    :14588 [wandb_init.py:_callback():173] callback: stderr, b'2020-04-17 01:19:43,036 | INFO: AUTOSAVE: True | (__main__)\r\n'
2020-04-17 01:19:43,036 INFO    stderr    :14588 [wandb_init.py:_callback():173] callback: stderr, b'2020-04-17 01:19:43,036 | INFO: Epochs: 100, lr: 0.001 | (__main__)\r\n'
2020-04-17 01:19:43,037 INFO    stdout    :14588 [wandb_init.py:_callback():173] callback: stdout, b'\r\n[---TRAINING START---]'
2020-04-17 01:19:43,037 INFO    stdout    :14588 [wandb_init.py:_callback():173] callback: stdout, b'\r\n'
2020-04-17 01:19:43,038 INFO    stderr    :14588 [wandb_init.py:_callback():173] callback: stderr, b'\rEpoch: 0:   0%|          | 0/964 [00:00<?, ?it/s]'
2020-04-17 01:19:43,242 INFO    stderr    :14588 [wandb_init.py:_callback():173] callback: stderr, b'\rEpoch: 0:   0%|          | 0/964 [00:00<?, ?it/s, loss=0.67750585]'
2020-04-17 01:19:43,243 INFO    stderr    :14588 [wandb_init.py:_callback():173] callback: stderr, b'\rEpoch: 0:   0%|          | 1/964 [00:00<03:16,  4.89it/s, loss=0.67750585]'
